st,stf
FL,12
TX,48
IL,17
IL,17
IL,17
IL,17
IN,18
IL,17
IN,18
IN,18
IN,18
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
TX,48
LA,22
TX,48
TX,48
LA,22
LA,22
AL,1
AL,1
TN,47
TX,48
TX,48
TX,48
OK,40
TX,48
TX,48
TX,48
TX,48
OK,40
OK,40
OK,40
OK,40
TX,48
TX,48
TX,48
TX,48
OK,40
TX,48
OK,40
OK,40
OK,40
TX,48
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
MO,29
AR,5
AR,5
AR,5
TX,48
MO,29
TX,48
IL,17
KY,21
LA,22
MS,28
MS,28
MS,28
TN,47
TN,47
AR,5
GA,13
GA,13
GA,13
SC,45
SC,45
GA,13
GA,13
GA,13
IN,18
IN,18
IN,18
IN,18
VA,51
IN,18
IN,18
IN,18
NC,37
NC,37
SC,45
NC,37
AR,5
AL,1
MS,28
TN,47
MS,28
AL,1
AL,1
AL,1
GA,13
SC,45
GA,13
GA,13
TN,47
SC,45
VA,51
GA,13
NE,31
NC,37
NC,37
OR,41
OR,41
IL,17
SD,46
TX,48
KS,20
KS,20
OK,40
OK,40
SD,46
NE,31
OK,40
OK,40
TX,48
TX,48
IA,19
WI,55
WI,55
WI,55
WI,55
OK,40
WI,55
NE,31
NE,31
WI,55
NE,31
TX,48
TX,48
TX,48
TX,48
OK,40
TX,48
TX,48
OK,40
NM,35
NM,35
NM,35
NM,35
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
CO,8
TX,48
TX,48
CO,8
TX,48
NE,31
NE,31
TX,48
TX,48
TX,48
TX,48
TX,48
KS,20
KS,20
KS,20
KS,20
OK,40
ND,38
OK,40
KS,20
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
AR,5
TX,48
IN,18
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
MO,29
IL,17
IA,19
MI,26
TX,48
TX,48
NY,36
NE,31
TX,48
NE,31
OK,40
OK,40
OK,40
OK,40
AR,5
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
IN,18
IL,17
TX,48
IN,18
IN,18
MO,29
IN,18
MI,26
LA,22
PA,42
TX,48
AZ,4
TX,48
WA,53
ND,38
ND,38
MS,28
MS,28
GA,13
WA,53
WA,53
TX,48
MO,29
NE,31
KS,20
KS,20
IL,17
OK,40
MA,25
MA,25
NM,35
AL,1
AR,5
IN,18
TX,48
TX,48
OK,40
AR,5
AR,5
IA,19
IL,17
AR,5
KS,20
KS,20
TX,48
AR,5
KS,20
FL,12
AR,5
NE,31
AR,5
MO,29
MO,29
MO,29
MO,29
NE,31
NE,31
MN,27
OH,39
TX,48
TX,48
TX,48
OK,40
TX,48
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
OK,40
NE,31
KS,20
KS,20
KS,20
FL,12
KS,20
KS,20
KS,20
KS,20
KS,20
TX,48
TX,48
CA,6
NE,31
NE,31
NE,31
CO,8
KS,20
KS,20
KS,20
KS,20
NE,31
NE,31
NE,31
KS,20
KS,20
KS,20
KS,20
KS,20
SD,46
NE,31
NE,31
MO,29
NE,31
OK,40
NE,31
KS,20
OK,40
OK,40
KS,20
KS,20
OK,40
OK,40
OK,40
MO,29
KS,20
OK,40
OK,40
OK,40
OK,40
OK,40
MN,27
MN,27
MO,29
MO,29
MO,29
MO,29
MO,29
IL,17
MO,29
IA,19
IL,17
MO,29
MO,29
IL,17
IL,17
IN,18
MO,29
MO,29
KY,21
OK,40
OK,40
OK,40
OK,40
SC,45
OK,40
OK,40
OK,40
OK,40
OK,40
MO,29
MO,29
OK,40
OK,40
TX,48
TX,48
MO,29
TX,48
AR,5
LA,22
AR,5
AR,5
NM,35
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
WY,56
CO,8
CO,8
CO,8
CO,8
OK,40
KS,20
OK,40
OK,40
TX,48
NE,31
OK,40
TX,48
OK,40
OK,40
KS,20
KS,20
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
AR,5
AR,5
TX,48
MN,27
SD,46
IA,19
WI,55
TX,48
IA,19
VA,51
VA,51
NM,35
IA,19
IA,19
CO,8
CO,8
IA,19
CO,8
KS,20
KS,20
OK,40
OK,40
NM,35
IA,19
NM,35
NM,35
KS,20
CO,8
CO,8
CO,8
OK,40
IA,19
IA,19
CO,8
NM,35
NM,35
NM,35
KS,20
KS,20
NM,35
KS,20
TX,48
SD,46
GA,13
ID,16
ND,38
NE,31
MO,29
MO,29
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
GA,13
SD,46
SD,46
SD,46
SD,46
TX,48
IA,19
NE,31
IL,17
IA,19
OH,39
CO,8
OH,39
KS,20
KS,20
KS,20
IN,18
OK,40
OK,40
OK,40
OK,40
TX,48
OK,40
MO,29
IL,17
SD,46
IN,18
IN,18
SD,46
GA,13
SD,46
SD,46
NE,31
AR,5
MN,27
AR,5
NE,31
KS,20
KS,20
MO,29
MO,29
IL,17
IL,17
IL,17
IL,17
MI,26
WI,55
IN,18
IN,18
NE,31
NE,31
KS,20
KS,20
MO,29
KS,20
NE,31
NE,31
NE,31
NE,31
IA,19
MN,27
KS,20
KS,20
KS,20
VT,50
NH,33
MA,25
CT,9
MA,25
MA,25
ND,38
ND,38
ND,38
MN,27
SD,46
CO,8
NE,31
NE,31
NE,31
KS,20
KS,20
KS,20
KS,20
MO,29
MN,27
MI,26
MI,26
MI,26
MI,26
CO,8
TX,48
TX,48
KS,20
MN,27
MN,27
WY,56
LA,22
MN,27
TN,47
NE,31
NE,31
MN,27
MS,28
MS,28
LA,22
MS,28
MS,28
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
IN,18
WV,54
KS,20
KS,20
KS,20
CO,8
CO,8
CO,8
CO,8
SC,45
SD,46
KS,20
OK,40
OK,40
OK,40
NE,31
FL,12
NE,31
MN,27
CO,8
SD,46
NE,31
NE,31
IA,19
WI,55
MI,26
MI,26
IN,18
NE,31
OH,39
MI,26
TN,47
TN,47
MA,25
DE,10
VT,50
MA,25
MT,30
NE,31
MN,27
PA,42
FL,12
WI,55
WI,55
ND,38
NE,31
IN,18
IN,18
LA,22
SD,46
SD,46
ND,38
ND,38
ND,38
FL,12
NE,31
NE,31
NE,31
NE,31
MN,27
WY,56
OK,40
IA,19
MO,29
KS,20
MO,29
CO,8
AZ,4
CO,8
PA,42
UT,49
MS,28
TX,48
TX,48
ND,38
ND,38
OK,40
SD,46
OK,40
OK,40
AL,1
NE,31
NE,31
TX,48
AZ,4
AZ,4
AZ,4
SD,46
DE,10
OK,40
OK,40
OK,40
PA,42
PA,42
ME,23
AL,1
WI,55
OK,40
TX,48
TX,48
OK,40
MI,26
PA,42
FL,12
TX,48
FL,12
NM,35
OK,40
TX,48
TX,48
TX,48
TX,48
LA,22
MS,28
LA,22
LA,22
LA,22
NM,35
NM,35
TX,48
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
TX,48
LA,22
TX,48
TX,48
MS,28
MS,28
TX,48
MS,28
LA,22
LA,22
MS,28
TN,47
AL,1
AL,1
GA,13
NC,37
LA,22
LA,22
LA,22
FL,12
MS,28
LA,22
MS,28
AL,1
AL,1
AL,1
TX,48
TN,47
MS,28
LA,22
MS,28
MS,28
AL,1
MS,28
AL,1
AL,1
AL,1
MS,28
AL,1
AL,1
KY,21
TN,47
AL,1
GA,13
AL,1
AL,1
AL,1
AL,1
AL,1
GA,13
PA,42
PA,42
NJ,34
MI,26
GA,13
FL,12
MO,29
MO,29
IL,17
MO,29
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
MO,29
IL,17
MO,29
MO,29
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
AR,5
TN,47
AR,5
MO,29
IL,17
IL,17
TN,47
TN,47
AL,1
AL,1
AL,1
AL,1
FL,12
CA,6
TX,48
TX,48
FL,12
FL,12
FL,12
GA,13
FL,12
AL,1
GA,13
CA,6
AL,1
TN,47
OK,40
OK,40
LA,22
MS,28
MS,28
MS,28
LA,22
MS,28
MS,28
MS,28
MS,28
AL,1
TN,47
AL,1
AL,1
NC,37
CA,6
TX,48
FL,12
GA,13
TX,48
TX,48
AZ,4
CA,6
FL,12
IA,19
TX,48
TX,48
TX,48
TX,48
CA,6
IA,19
CA,6
CA,6
CA,6
IA,19
KY,21
OK,40
TX,48
TX,48
AR,5
NE,31
KS,20
NE,31
IA,19
IA,19
IL,17
MO,29
IL,17
IL,17
IL,17
IN,18
AL,1
IN,18
AL,1
IN,18
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
GA,13
VA,51
TX,48
FL,12
TX,48
FL,12
FL,12
FL,12
FL,12
GA,13
KS,20
TX,48
TX,48
AR,5
IN,18
KY,21
MS,28
OK,40
OK,40
OK,40
TX,48
KY,21
SC,45
FL,12
SC,45
FL,12
FL,12
GA,13
MO,29
KY,21
KY,21
WA,53
LA,22
MS,28
TX,48
TX,48
KS,20
OH,39
TX,48
TX,48
AL,1
AL,1
AL,1
AL,1
AL,1
TX,48
TX,48
OK,40
TX,48
TX,48
KY,21
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
MO,29
IL,17
IL,17
MO,29
IL,17
IL,17
IL,17
MD,24
MD,24
SC,45
SC,45
CO,8
AZ,4
SD,46
TX,48
CO,8
NM,35
NM,35
NM,35
NM,35
CO,8
NE,31
TX,48
OK,40
NE,31
NM,35
TX,48
WI,55
OK,40
IA,19
OH,39
CA,6
MN,27
OK,40
AL,1
MN,27
MN,27
MN,27
MN,27
TX,48
TX,48
TX,48
NE,31
NE,31
ND,38
MO,29
WI,55
MI,26
KS,20
KS,20
IN,18
IN,18
KS,20
MO,29
MO,29
IL,17
IL,17
IL,17
IL,17
CA,6
NE,31
AL,1
WY,56
WY,56
WY,56
MN,27
MN,27
MN,27
MT,30
WI,55
WI,55
NE,31
WI,55
WI,55
WI,55
KS,20
OK,40
TX,48
KS,20
IN,18
WY,56
IA,19
IN,18
CO,8
IL,17
IL,17
IL,17
TX,48
IN,18
IN,18
IN,18
OH,39
IN,18
IA,19
MO,29
MO,29
KS,20
MO,29
NE,31
OK,40
NE,31
NE,31
NE,31
NE,31
KS,20
KS,20
KS,20
KS,20
NC,37
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KY,21
KS,20
WY,56
IN,18
IN,18
IN,18
IN,18
OH,39
NJ,34
IN,18
IL,17
IN,18
NJ,34
MO,29
MO,29
TX,48
KS,20
KS,20
KS,20
NE,31
MO,29
NE,31
CO,8
TX,48
TX,48
MT,30
NE,31
NE,31
OK,40
MN,27
TX,48
TX,48
TX,48
TX,48
OH,39
OK,40
KS,20
ND,38
TX,48
TX,48
KS,20
WI,55
GA,13
IA,19
WI,55
TX,48
IL,17
TX,48
MN,27
OK,40
IN,18
MI,26
KS,20
MO,29
OK,40
MO,29
OK,40
OK,40
MA,25
WA,53
ID,16
FL,12
FL,12
IA,19
MI,26
ND,38
WI,55
NE,31
MN,27
OK,40
CO,8
NE,31
NE,31
NE,31
ME,23
ME,23
ME,23
MT,30
NE,31
NE,31
NE,31
NE,31
NE,31
NE,31
KS,20
TX,48
NE,31
ND,38
KS,20
TX,48
AR,5
TX,48
OK,40
TX,48
MO,29
TX,48
CO,8
CO,8
NE,31
NE,31
NE,31
TX,48
WY,56
WY,56
WY,56
IL,17
NE,31
KS,20
NE,31
KS,20
KS,20
KS,20
KS,20
IL,17
ME,23
OH,39
MA,25
MA,25
MA,25
MA,25
OH,39
IL,17
OK,40
OK,40
NE,31
ND,38
MO,29
KS,20
DE,10
WI,55
PA,42
NJ,34
WI,55
IA,19
IA,19
TX,48
CO,8
MA,25
MI,26
MO,29
ND,38
WY,56
CO,8
WY,56
NE,31
NE,31
NE,31
NE,31
NE,31
NE,31
NE,31
ME,23
NE,31
WY,56
CO,8
CO,8
TX,48
KS,20
CO,8
CO,8
FL,12
CO,8
OH,39
OH,39
OH,39
CO,8
OH,39
KS,20
OK,40
CO,8
NE,31
AZ,4
NC,37
TX,48
FL,12
KS,20
MO,29
TX,48
OK,40
IN,18
IA,19
MA,25
NC,37
IN,18
IN,18
WY,56
WY,56
MO,29
IN,18
TX,48
TX,48
FL,12
FL,12
MI,26
MN,27
NE,31
IA,19
NE,31
NE,31
NE,31
NE,31
NE,31
IL,17
WI,55
ME,23
ND,38
MI,26
NY,36
ND,38
MN,27
TX,48
TX,48
MT,30
MA,25
NE,31
NE,31
OH,39
MA,25
IL,17
IL,17
ME,23
CT,9
TX,48
GA,13
OK,40
TX,48
TX,48
CT,9
OK,40
NE,31
MA,25
NE,31
WI,55
IL,17
IL,17
OK,40
OK,40
MI,26
NE,31
MN,27
ND,38
CT,9
MA,25
MA,25
OK,40
NY,36
NM,35
CO,8
MO,29
MO,29
MO,29
AR,5
MO,29
AL,1
GA,13
MS,28
OK,40
AZ,4
FL,12
MO,29
IL,17
WI,55
WI,55
NM,35
NY,36
FL,12
FL,12
FL,12
TX,48
LA,22
LA,22
AR,5
MS,28
AR,5
OK,40
IN,18
MO,29
KS,20
OK,40
TX,48
OK,40
TX,48
TX,48
OK,40
TX,48
TX,48
OK,40
OK,40
OK,40
OK,40
OK,40
TX,48
OK,40
KS,20
OK,40
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
OK,40
MO,29
MO,29
MO,29
MO,29
MO,29
TX,48
AR,5
GA,13
GA,13
FL,12
MS,28
MS,28
AL,1
MS,28
MS,28
MS,28
LA,22
MS,28
MS,28
TN,47
MS,28
MS,28
MS,28
KY,21
NC,37
NC,37
GA,13
MO,29
OK,40
OK,40
KS,20
MO,29
MO,29
MO,29
IL,17
IN,18
IN,18
IL,17
IN,18
KY,21
IN,18
KY,21
OH,39
GA,13
LA,22
CA,6
OK,40
TX,48
LA,22
MS,28
MS,28
ID,16
MO,29
AR,5
AR,5
AR,5
AR,5
IL,17
IL,17
IL,17
TX,48
TX,48
OK,40
TX,48
TX,48
AL,1
OK,40
OK,40
TX,48
OK,40
OK,40
OK,40
KS,20
OK,40
OK,40
OK,40
IL,17
IL,17
AL,1
TN,47
OK,40
OK,40
OK,40
OK,40
TX,48
OK,40
OK,40
TX,48
AR,5
TX,48
TX,48
GA,13
IN,18
IN,18
FL,12
FL,12
FL,12
NM,35
TX,48
TX,48
GA,13
IL,17
LA,22
OK,40
OK,40
OK,40
GA,13
LA,22
AR,5
WV,54
MS,28
VA,51
LA,22
AR,5
VA,51
AL,1
OH,39
SC,45
OH,39
TX,48
TX,48
TX,48
TX,48
KS,20
NE,31
OK,40
OK,40
OK,40
WI,55
WI,55
WI,55
WI,55
KS,20
KS,20
NE,31
KS,20
KS,20
KS,20
NE,31
SD,46
OK,40
NE,31
NE,31
KS,20
OK,40
OK,40
OK,40
KS,20
KS,20
KS,20
KS,20
MN,27
KS,20
KS,20
KS,20
MN,27
NE,31
NE,31
KS,20
KS,20
KS,20
KS,20
NE,31
OK,40
KS,20
KS,20
OK,40
IA,19
MO,29
OK,40
IA,19
IA,19
IA,19
IA,19
MN,27
WI,55
WI,55
WI,55
VA,51
TX,48
TX,48
NM,35
TX,48
NM,35
NM,35
TX,48
TX,48
OK,40
OK,40
NM,35
NM,35
OK,40
MO,29
KS,20
OK,40
OK,40
OK,40
IL,17
OK,40
OK,40
OK,40
OK,40
IA,19
IA,19
OK,40
MO,29
IA,19
IA,19
OK,40
IL,17
IA,19
KS,20
IA,19
TX,48
OK,40
TX,48
TX,48
TX,48
MO,29
TX,48
TX,48
IA,19
IA,19
TX,48
TX,48
IA,19
OK,40
TX,48
TX,48
TX,48
TX,48
WI,55
TX,48
WI,55
IL,17
OH,39
OH,39
LA,22
MS,28
NE,31
AL,1
AL,1
CT,9
TX,48
NM,35
TX,48
TX,48
KS,20
OK,40
KS,20
OK,40
OK,40
IA,19
KS,20
KS,20
KS,20
MO,29
FL,12
FL,12
WI,55
OK,40
KS,20
TX,48
NE,31
NE,31
IA,19
KS,20
KS,20
KS,20
AL,1
NE,31
NE,31
MO,29
MO,29
TX,48
FL,12
OK,40
OK,40
TX,48
OH,39
OH,39
TX,48
NM,35
TX,48
ND,38
TX,48
KS,20
OK,40
NE,31
TX,48
OK,40
SD,46
IA,19
IL,17
NE,31
WI,55
WI,55
IN,18
NE,31
KS,20
KS,20
KS,20
OK,40
KS,20
IL,17
OK,40
OK,40
WY,56
SD,46
IA,19
IA,19
IA,19
MN,27
GA,13
WI,55
WI,55
WI,55
WI,55
WI,55
NE,31
NE,31
NE,31
NE,31
NE,31
NE,31
KS,20
KS,20
KS,20
CO,8
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
CT,9
NE,31
NE,31
IN,18
SD,46
NE,31
IA,19
IA,19
LA,22
TX,48
TX,48
TX,48
NC,37
NC,37
SC,45
TX,48
LA,22
NM,35
NM,35
TX,48
NC,37
MS,28
KS,20
FL,12
WI,55
ND,38
MN,27
MN,27
IL,17
ND,38
NE,31
ND,38
SD,46
AR,5
WI,55
MS,28
KS,20
MO,29
MS,28
WI,55
MS,28
NY,36
LA,22
TX,48
TX,48
SD,46
SD,46
NE,31
FL,12
FL,12
NE,31
KS,20
KS,20
NE,31
NE,31
MT,30
NE,31
NE,31
OK,40
TX,48
NM,35
TX,48
TX,48
SD,46
TX,48
WY,56
MN,27
IA,19
WI,55
WY,56
MT,30
TX,48
FL,12
MN,27
NE,31
NE,31
IA,19
FL,12
GA,13
TX,48
TX,48
VA,51
AL,1
IN,18
MS,28
GA,13
FL,12
MD,24
NY,36
TX,48
SD,46
NE,31
FL,12
OH,39
MN,27
NE,31
SD,46
MN,27
MN,27
MN,27
MN,27
WI,55
IA,19
TX,48
WI,55
NM,35
ND,38
NC,37
VA,51
VA,51
NC,37
VA,51
NC,37
GA,13
KS,20
TX,48
IL,17
IL,17
GA,13
NM,35
NM,35
TX,48
NY,36
FL,12
TX,48
FL,12
NM,35
TX,48
TX,48
NE,31
KS,20
MO,29
IN,18
MD,24
TX,48
OK,40
OK,40
OK,40
KS,20
TX,48
TX,48
PR,72
NM,35
IL,17
MT,30
IL,17
NE,31
ND,38
TX,48
TX,48
ME,23
IL,17
ME,23
ME,23
LA,22
AZ,4
ME,23
ME,23
IN,18
KS,20
TX,48
NE,31
NE,31
OH,39
VA,51
ND,38
ND,38
IL,17
OK,40
OK,40
NH,33
WI,55
ME,23
NE,31
ND,38
ND,38
CT,9
NE,31
OK,40
OK,40
OK,40
SD,46
IN,18
OK,40
TX,48
KS,20
SC,45
MN,27
WI,55
ND,38
KS,20
KS,20
KS,20
KS,20
NE,31
IL,17
WI,55
TX,48
MO,29
MO,29
MO,29
MO,29
MO,29
IL,17
MO,29
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
ID,16
IL,17
AR,5
WI,55
WI,55
IL,17
IL,17
IN,18
KS,20
OK,40
MO,29
MO,29
MO,29
IL,17
MO,29
MO,29
MO,29
TX,48
IN,18
IN,18
TX,48
NC,37
NC,37
SC,45
VA,51
VA,51
VA,51
OK,40
TX,48
TX,48
TX,48
TX,48
OK,40
KS,20
MO,29
MO,29
MO,29
OH,39
IL,17
WI,55
WI,55
MI,26
VA,51
IL,17
IN,18
TX,48
FL,12
NC,37
FL,12
FL,12
MI,26
AZ,4
TX,48
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
AK,2
MS,28
MS,28
MO,29
KS,20
MO,29
TX,48
OK,40
TX,48
TX,48
LA,22
AR,5
TX,48
AL,1
LA,22
MS,28
MS,28
AR,5
OK,40
OK,40
AR,5
MO,29
IL,17
AR,5
IL,17
IL,17
FL,12
TX,48
LA,22
LA,22
FL,12
FL,12
NC,37
NC,37
NC,37
NC,37
VA,51
VA,51
OK,40
FL,12
FL,12
FL,12
FL,12
OR,41
FL,12
FL,12
FL,12
FL,12
MS,28
OK,40
LA,22
MO,29
AL,1
IA,19
MO,29
MO,29
IL,17
IL,17
TN,47
FL,12
IN,18
GA,13
SC,45
NC,37
SC,45
OK,40
OK,40
KS,20
OK,40
OK,40
FL,12
GA,13
FL,12
OK,40
NE,31
TX,48
OK,40
TX,48
TX,48
KS,20
AR,5
AR,5
AR,5
KS,20
KS,20
IL,17
IA,19
MO,29
IN,18
OH,39
IN,18
IA,19
MO,29
OK,40
KS,20
KS,20
KS,20
KS,20
IA,19
KS,20
OK,40
IL,17
OK,40
IN,18
OK,40
MI,26
IL,17
IL,17
IL,17
NJ,34
TX,48
WY,56
WI,55
WI,55
IL,17
TX,48
NM,35
MD,24
TX,48
TX,48
TX,48
OK,40
OK,40
KS,20
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
KS,20
LA,22
LA,22
IL,17
IN,18
FL,12
TX,48
OK,40
TX,48
KS,20
OK,40
OK,40
KS,20
KS,20
OK,40
TX,48
TX,48
KS,20
OK,40
OK,40
OK,40
OK,40
TX,48
TX,48
OK,40
OK,40
OK,40
OK,40
AR,5
TX,48
OK,40
TX,48
TX,48
TX,48
AR,5
AL,1
OK,40
OK,40
OK,40
NE,31
MO,29
OK,40
OK,40
OK,40
OK,40
OK,40
IA,19
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
IA,19
AR,5
OK,40
TX,48
TX,48
AR,5
AR,5
MO,29
MO,29
AR,5
AR,5
AR,5
AR,5
AR,5
AR,5
IL,17
IL,17
IL,17
MS,28
AR,5
AR,5
IL,17
AL,1
AL,1
GA,13
GA,13
NC,37
MS,28
CA,6
CO,8
KS,20
KS,20
KS,20
KS,20
MO,29
KS,20
NE,31
MO,29
AR,5
IN,18
IL,17
IL,17
IL,17
IL,17
OK,40
CO,8
VA,51
CO,8
CO,8
TX,48
OK,40
MO,29
MO,29
CO,8
OK,40
OK,40
SD,46
OK,40
KS,20
OK,40
TX,48
NE,31
OK,40
NE,31
AR,5
NE,31
NE,31
NE,31
AR,5
OK,40
OK,40
OK,40
OK,40
IN,18
KS,20
MN,27
KS,20
KS,20
NE,31
OK,40
OK,40
MO,29
OK,40
OK,40
KS,20
OK,40
KS,20
KS,20
KS,20
OK,40
MO,29
KS,20
MO,29
OK,40
OK,40
MO,29
OK,40
TX,48
TX,48
TX,48
TX,48
TX,48
OK,40
TX,48
TX,48
OH,39
IA,19
IL,17
WI,55
WI,55
IN,18
NY,36
KS,20
OK,40
OK,40
OK,40
KS,20
OK,40
OK,40
SD,46
KS,20
WY,56
NE,31
TX,48
KS,20
KS,20
NE,31
KS,20
KS,20
KS,20
IL,17
IL,17
IA,19
AL,1
NC,37
MI,26
OK,40
OK,40
TX,48
TX,48
TX,48
OK,40
TX,48
OH,39
TX,48
ND,38
TX,48
SD,46
TX,48
KS,20
KS,20
KS,20
IL,17
IL,17
FL,12
IL,17
MO,29
IL,17
IL,17
OK,40
TX,48
TX,48
FL,12
TX,48
TX,48
TX,48
LA,22
WY,56
WY,56
KS,20
KS,20
KS,20
TX,48
NE,31
AZ,4
AR,5
MO,29
TX,48
KS,20
MN,27
TX,48
IA,19
NM,35
MO,29
MO,29
TX,48
OH,39
NE,31
NE,31
NE,31
NE,31
OK,40
MT,30
MI,26
TX,48
TX,48
NE,31
NE,31
NE,31
AL,1
NE,31
NE,31
IA,19
IA,19
IL,17
IL,17
IL,17
IN,18
MI,26
KS,20
NE,31
NE,31
NE,31
CO,8
FL,12
CO,8
NE,31
NE,31
CO,8
NE,31
NE,31
NE,31
CO,8
CO,8
NE,31
OH,39
IL,17
IL,17
IN,18
IL,17
IL,17
IL,17
MN,27
MI,26
OH,39
TX,48
VT,50
PA,42
PA,42
NJ,34
NY,36
VT,50
NH,33
TX,48
NM,35
TX,48
AR,5
SD,46
SD,46
WY,56
SD,46
NE,31
NE,31
NE,31
CO,8
WI,55
IA,19
IL,17
KY,21
NY,36
NE,31
MO,29
GA,13
MO,29
NE,31
MO,29
MT,30
IL,17
MO,29
FL,12
IN,18
IN,18
ND,38
MO,29
NJ,34
ND,38
IL,17
WY,56
CO,8
PA,42
ND,38
AL,1
AL,1
MS,28
TX,48
ND,38
IA,19
IA,19
ND,38
KS,20
MA,25
NJ,34
FL,12
FL,12
TX,48
TX,48
NM,35
OK,40
MT,30
KS,20
IA,19
AR,5
ND,38
NM,35
OK,40
MN,27
SD,46
IA,19
ND,38
CO,8
CO,8
NE,31
MN,27
KS,20
KS,20
OK,40
ND,38
ND,38
ND,38
ND,38
MI,26
IL,17
NE,31
NE,31
VA,51
ND,38
IA,19
OK,40
TX,48
AR,5
WI,55
OK,40
NE,31
NE,31
NE,31
TN,47
ND,38
SD,46
IA,19
IA,19
TX,48
WI,55
KS,20
TX,48
WY,56
TX,48
OH,39
MS,28
NE,31
NE,31
GA,13
SD,46
MN,27
MN,27
ND,38
ND,38
WI,55
IA,19
WI,55
IA,19
IA,19
IA,19
KS,20
ME,23
AZ,4
NY,36
VA,51
SC,45
NC,37
SC,45
NC,37
FL,12
FL,12
FL,12
FL,12
AL,1
IA,19
IN,18
OK,40
LA,22
TX,48
TX,48
FL,12
FL,12
NM,35
NC,37
FL,12
FL,12
GA,13
AL,1
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
KS,20
FL,12
MO,29
OK,40
WI,55
IA,19
MO,29
MO,29
MO,29
IA,19
TX,48
WI,55
MO,29
AR,5
MD,24
MS,28
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
IA,19
FL,12
NJ,34
MO,29
GA,13
TX,48
KS,20
OK,40
OK,40
OK,40
OK,40
KS,20
OH,39
MS,28
MS,28
MS,28
MS,28
AL,1
LA,22
MS,28
AL,1
GA,13
GA,13
GA,13
GA,13
GA,13
AL,1
SC,45
GA,13
SC,45
GA,13
SC,45
FL,12
FL,12
NC,37
WV,54
TX,48
IL,17
IL,17
MI,26
IL,17
MO,29
AR,5
AR,5
OK,40
OK,40
KS,20
OK,40
MO,29
OK,40
MO,29
MO,29
MO,29
MO,29
IL,17
MO,29
IL,17
IL,17
IL,17
IL,17
IN,18
IN,18
IN,18
IN,18
IN,18
OH,39
IN,18
IN,18
IN,18
IN,18
IN,18
MS,28
MS,28
AL,1
AL,1
GA,13
GA,13
AL,1
GA,13
GA,13
AR,5
AR,5
AR,5
KS,20
KS,20
AR,5
AR,5
AR,5
MO,29
AR,5
MO,29
AR,5
AR,5
MO,29
AR,5
MO,29
AR,5
MO,29
AR,5
MO,29
AR,5
AR,5
AR,5
AR,5
TN,47
TX,48
TX,48
TX,48
TX,48
LA,22
AL,1
FL,12
SD,46
OK,40
TX,48
TX,48
OK,40
KS,20
KS,20
KS,20
KS,20
TX,48
TX,48
TX,48
TX,48
KS,20
TX,48
OK,40
OK,40
TX,48
TX,48
TX,48
KS,20
TX,48
KS,20
OK,40
TX,48
TX,48
KS,20
AR,5
LA,22
TX,48
TX,48
MS,28
TX,48
OK,40
LA,22
LA,22
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
FL,12
AL,1
GA,13
FL,12
GA,13
GA,13
GA,13
TX,48
OH,39
TX,48
TX,48
OK,40
TX,48
TX,48
TX,48
TX,48
LA,22
AL,1
GA,13
GA,13
FL,12
FL,12
